,message_id,id_channel,message,viral_final,is_economic,topic,confidence,reason,band_id,band_label
17,00e21e87-1b10-43f8-9f7a-8daa3a1490a5,4,"Трансграничные платежи стали доступны российскому бизнесу без SWIFT. Российская финтех-компании «А7», созданная банком ПСБ, помогает российским и зарубежным фирмам вести внешнеэкономические расчёты без классических посредников, которые были раньше. Компания работает со странами Азии, Ближнего Востока, Африки и СНГ, проводит платежи быстро, с низкой комиссией и конфиденциально.

На ПМЭФ-2025 компания «А7» объявила об открытии регионального офиса в Санкт-Петербурге. Несмотря на возможность сервиса работать онлайн, компания активно идёт в регионы, чтобы быть ближе к клиентам и иметь возможность живого общения. По словам гендиректора А7 Илана Шора, выбор в пользу Санкт-Петербурга был сделан из-за его прямых связей с внешним рынком. В будущем региональные офисы «А7» появятся и в других городах России. @bankrollo",0.4545999389014998,True,Валютный рынок,0.78,"Новость описывает запуск финтех‑сервиса для трансграничных платежей без SWIFT, что относится к валютным операциям и финансовой инфраструктуре.",3,q25-q50
18,d6323489-14be-44c1-b21d-1b96dca27c48,4,"Россиянам следует хранить деньги в рублях, рекомендовал глава ВТБ Андрей Костин. Он призвал граждан размещать рубли на банковских депозитах, которые приносят «рекордно высокие доходы, ставки 20% и выше». По мнению Костина, сильного движения в сторону ослабления рубля не ожидается. @bankrollo",0.431624150844146,True,Валютный рынок,0.95,"Текст содержит рекомендации по хранению средств в рублях, упоминает высокие процентные ставки по депозитам и ожидание стабильности рубля, что относится к валютному рынку и финансовым решениям.",3,q25-q50
19,5e44df4b-3a41-4eef-8171-29331e9f4cb4,4,"Доллар дороже 107 рублей, юань — 14 рублей. @bankrollo",0.425260929454273,True,Валютный рынок,0.95,"Текст сообщает текущие курсы валют, что является явным экономическим сигналом о валютном рынке.",3,q25-q50
20,55ab1eb7-c6b6-4f2d-8b89-5a4430c48dc7,3,"Падение лиры, призывы к бойкоту выборов и запрет митингов: главное о событиях, связанных с задержанием оппозиционного мэра Стамбула Экрема Имамоглу. Что произошло: 

🔹Накануне университет Стамбула принял решение аннулировать диплом Имамоглу – это помешает ему баллотироваться на выборы президента (делать это можно только с высшим образованием). 

🔹Имамоглу, который считается главным конкурентом Эрдогана на досрочных президентских выборах, которые могут пройти в 2027-м, назвал решение об аннулировании диплома незаконным.

🔹Сегодня Имамоглу задержали по подозрению в коррупции. Местные СМИ пишут, что он останется под стражей в полиции в течение 4 дней. 

Меры безопасности и реакция политиков

🔹На ряде центральных улиц Стамбула усилены меры безопасности, в городе на ближайшие дни запрещены митинги и демонстрации.

🔹Лидер турецкой ""Хорошей"" (İYİ parti) партии Дервишоглу призвал оппозицию бойкотировать президентские выборы, если Эрдоган выдвинет свою кандидатуру.

Экономические последствия

🔹На фоне задержания Имамоглу турецкая лира обновила исторический минимум - доллар уже был дороже 41 лиры. 

🔹Индекс Стамбульской биржи на открытии рухнул на почти 7%, торги временно приостанавливали.",0.4872532060980896,True,Валютный рынок,0.78,"Новость содержит конкретные данные о падении турецкой лиры до исторического минимума и упоминает валютный курс, что указывает на валютный рынок как основной экономический фокус.",3,q25-q50
21,c9d69d2b-0e73-41bd-b33c-7844dbc9dd50,4,"Юникредитбанк повысит комиссию за проведение безналичных переводов в иностранной валюте до 5% со 2 декабря 2024 года. Минимальный размер составит $500, максимальный — $1000. Сейчас комиссия за перевод в иностранной валюте по системе Enter.UniCredit составляет 2%. @bankrollo",0.4194622208335742,True,Валютный рынок,0.95,"Новость сообщает о повышении комиссии банка за переводы в иностранной валюте, что относится к финансовым услугам и валютным операциям.",4,q00-q25
22,38d1d097-170c-4236-a503-728222b53471,4,"Люксовые вещи и товары в Москве стоят на 30% дороже, чем в самых дорогих мировых столицах мира — исследование Fashion Consulting Group. Это связано с нестабильным курсом валют и сложной логистикой, когда посредники могут везти товар через несколько стран. Городами-лидерами — по расходам на предметы роскоши стали Сингапур и Лондон. @bankrollo",0.3538658903638793,True,Валютный рынок,0.92,"Новость описывает рост цен на товары роскоши в Москве, объясняя его нестабильным курсом валют, что является экономическим сигналом, связанным с валютным рынком.",4,q00-q25
23,0940d500-4061-4175-8885-4c8e7042067b,6,"Правительство планирует увеличить пособие по уходу за ребенком до полутора лет, которое получают родители в декрете, пишет РБК. Ожидается, что выплаты будут увеличены в два этапа: до 50% от среднего заработка с 2025 года и до 60% от среднего заработка — с 2026-го. Эксперты утверждают, что эти меры могут мотивировать некоторые семьи заводить детей, однако таких семей будет немного",0.7833484600627193,True,Государственная экономическая политика,0.95,"Новость описывает правительственное решение увеличить социальные выплаты, что является мерой государственной экономической политики.",0,q90-q100
24,1bd5d982-7cd3-462b-8c7c-2446b87d6023,5,"В России могут исчезнуть сервисы аренды такси, предупредили участники рынка. Минтранс готовится обязать таксопарки заключать трудовые договоры со всеми водителями, из-за чего компаниям придётся изменить свою работу, кратно повысив тарифы, или полностью прекратить деятельность.

Трудовой договор обяжет таксопарки предоставлять водителям стандартный график работы, выходные, больничные, а также делать налоговые и другие отчисления. Кроме того, новые поправки приведут к исчезновению среди водителей мигрантов-нелегалов, доля которых на рынке такси сейчас достигает 40%. Участники рынка бьют тревогу: для сохранения рентабельности бизнеса им придётся повышать тарифы с текущих 70 рублей за километр вплоть до 200 рублей или вовсе прекращать деятельность. 

🔵 Bloomberg",0.7224079194863496,True,Государственная экономическая политика,0.95,"Новость описывает государственное регулирование трудовых отношений в такси, которое повлияет на цены и рентабельность бизнеса.",0,q90-q100
25,17a98c10-4e84-41ef-956e-10e1f267e314,1,"Минтруд РФ раскрыл самые высокие зарплаты мигрантов, пишет РБК. 

Власти утвердили квоты на привлечение 235 тыс. квалифицированных иностранных работников. Самая высокая планируемая зарплата среди них — ₽380 тыс. В числе специалистов есть «брынзодел», «бойцы скота», «купажисты по чаю» и т.д.",0.708709586127221,True,Государственная экономическая политика,0.95,"Новость описывает государственное решение о квотах на привлечение иностранных работников и указывает планируемые зарплаты, что относится к государственной экономической политике.",0,q90-q100
26,b71e8530-a0be-43b9-932a-020de1208877,18,"Депутаты предложили заменить больничный удаленкой. В Госдуме считают, что работникам нужно давать выбор: уходить на полноценный больничный с потерей денег или же сохранять полную оплату, работая с нетяжелыми заболеваниями в удаленном режимк.

🤑 The Экономист",0.7069610280447175,True,Государственная экономическая политика,0.95,"Новость описывает законопроект о замене больничного удалённой работой, что влияет на оплату труда и регулируется государством, то есть относится к государственной экономической политике.",0,q90-q100
27,619e5def-cb1f-4f4b-b970-8823a8cb0908,5,"В Москве оклады и зарплаты педагогов с 1 сентября повысят на 24%, сообщил Собянин. @bIoombusiness",0.6817623276675415,True,Государственная экономическая политика,0.95,"Новость сообщает о государственном решении повысить зарплаты педагогов, что является бюджетной и политической мерой в сфере экономики.",0,q90-q100
28,e67c07f9-8ef2-4acd-8b1a-9deb18c300c2,18,"Военный экономист

Близко знающие Андрея Белоусова источники утверждают, что у нового министра обороны нет желания и стремления проводить уголовные чистки в руководстве министерства. 

У министра предельно четкая задача разобраться в затратах, запросах и выстроить эффективность военной экономики. Специально заниматься поиском врагов или требовать уголовные дела он не будет. Правоохранительные структуры должны сами разбираться и не требовать этого от Белоусова.
— BRIEF со ссылкой на анонимные источники.

👍 The Economist",0.6640929511379654,True,Государственная экономическая политика,0.93,"Новость описывает задачу министра обороны по анализу и оптимизации государственных расходов на оборону, что относится к государственной экономической политике.",0,q90-q100
29,a10bc0ab-a837-4f19-905c-415a7efe50eb,1,"Бывшее руководство WorldSkills Russia похитило более 130 млн рублей бюджетных средств, выделенных в рамках нацпроекта ""Демография"". 

Об этом в интервью ТАСС сообщил начальник ГУЭБиПК МВД РФ генерал-лейтенант полиции Андрей Курносенко.",0.7030364131016905,True,Государственная экономическая политика,0.95,"Новость сообщает о хищении бюджетных средств в размере более 130 млн рублей, что относится к финансовым аспектам государственной политики.",0,q90-q100
30,626e284c-6d86-4bbc-84b1-a17fe7422e0e,18,"Для закрытия дефицита медиков в больницы Челябинска привлекут студентов-иностранцев

Студенты из Беларуси и Кыргызстана с 1 июля начнут работать в трех челябинских больницах, покрыв кадровую необходимость этих учреждений в медицинском персонале, сообщил руководитель Челябинского регионального отделения Российских студенческих отрядов Юрий Болдырев.

В этом году впервые в Челябинске с 1 июля по 25 августа пройдет всероссийский трудовой проект студенческих медицинских отрядов - в городе будет работать студотряд ""Клиника"". В его рядах впервые будут студенты из Белоруссии и Киргизии.
— рассказал Болдырев.

👍 The Экономист",0.6224046856574599,True,Государственная экономическая политика,0.73,"Новость описывает государственную программу по привлечению иностранных студентов для закрытия дефицита медиков, что относится к политике в сфере занятости и кадров.",1,q75-q90
31,8b86f4c2-57b7-440e-b305-8e7d107b6213,6,"Мантуров предложил нормативно запретить российским предприятиям приобретать импортное оборудование при наличии на рынке его отечественных аналогов. «Пока, к сожалению, много случаев (подобного)», — заявил вице-премьер",0.6291456188337462,True,Государственная экономическая политика,0.95,"Новость описывает предложение вице‑премьера о нормативном запрете импорта оборудования, что является государственным экономическим регулированием.",1,q75-q90
32,80dafb6e-58f8-4960-93af-e29feaea7042,18,"Политика Соединенных Штатов может привести страну к банкротству, заявил Илон Маск. «В настоящее время Америка стремительно движется к банкротству», — написал он. Так Маск отреагировал на пост, где говорилось, что в 2023 году американское правительство потратило $6,16 трлн, а получило лишь $4,47 трлн.

🤑 The Экономист",0.6438156596936138,True,Государственная экономическая политика,0.95,"Новость содержит конкретные цифры расходов и доходов правительства, указывая на бюджетный дефицит и риск банкротства, что относится к государственной экономической политике.",1,q75-q90
33,75947283-dbde-4182-8659-2a2a5faef266,4,"Россиянам предложили полностью списывать ипотеку после рождения третьего ребёнка. Инициативу уже направили в Госдуму. Депутаты предлагают списывать 25% кредита за первенца, за второго ребёнка — половину, а за рождение третьего ребёнка полностью «прощать» займ. @bankrollo",0.6474059820074995,True,Государственная экономическая политика,0.96,"Новость описывает правительственное предложение о списании части ипотечного кредита, что является экономической мерой государственной политики.",1,q75-q90
34,bd640144-af63-4995-8c5d-c2c8bab09fa4,2,"#SMLT #Недвижимость 
🏗 В контакте с Минстроем. Поддержка отрасли точно будет, обсуждаем детали на разном уровне, в том числе с ЦБ — СЕО Самолета",0.6276384821449781,True,Государственная экономическая политика,0.93,"Новость сообщает о взаимодействии отрасли недвижимости с Минстроем и ЦБ о поддержке отрасли, что относится к государственным экономическим мерам.",1,q75-q90
35,801d658e-597a-4514-8547-31b851799aac,18,"Кандидат в президенты США и бывший глава государства Дональд Трамп выступил против введения в оборот в стране цифрового доллара.

«Как ваш президент, я никогда не допущу создания цифровой валюты центрального банка. Такая валюта даст федеральному правительству — нашему федеральному правительству — абсолютный контроль над вашими деньгами. Они смогут забрать ваши деньги, а вы даже не заметите, что они пропали», — сказал он.

Противники цифрового доллара при его внедрении в экономику опасаются появления у правительства возможности отслеживать покупки и блокировать товары.",0.5723915145885867,True,Государственная экономическая политика,0.95,"Новость посвящена обсуждению цифровой валюты центрального банка и её влиянию на контроль государства над деньгами, что является вопросом государственной экономической политики.",2,q50-q75
36,d967ed75-9ce8-43e8-a18a-681bd3078cb1,5,"С 1 апреля социальные пенсии повысятся на 14,5% благодаря индексации. На это выделено 85 млрд рублей из федерального бюджета, сообщил глава Минтруда Котяков.

🔵 Bloomberg",0.566936412825307,True,Государственная экономическая политика,0.96,"Новость сообщает о повышении социальных пенсий и выделении средств из федерального бюджета, что относится к государственной экономической политике.",2,q50-q75
37,4c0cd67b-8778-4390-9f0c-47ae18911bc6,3,"Путин заявил о необходимости активнее наращивать прямое авиасообщение между регионами, сообщил, что за 6 лет планируется модернизировать не менее 75 аэропортов, на эти цели направят 250 млрд руб",0.5504333173569597,True,Государственная экономическая политика,0.95,"Новость описывает государственное финансирование инфраструктурного проекта — выделение 250 млрд руб на модернизацию аэропортов, что относится к госэкономической политике.",2,q50-q75
38,9f7cf4b9-15ce-40c5-b1d0-23d72deb82ec,3,"Российская налоговая заблокировала счета певца и лидера группы Little Big Ильи Прусикина* из-за задолженности, следует из данных сервиса ""БИР-Аналитик"", с которыми ознакомилось РИА Новости. 

* признан в России иноагентом",0.504235716277293,True,Государственная экономическая политика,0.85,"Новость описывает действие налоговой службы по блокировке счетов из‑за задолженности, что относится к налоговой политике государства.",2,q50-q75
39,83f167fc-9fce-4667-af34-d4aa687bd3c6,18,"Орешников на ПМЭФ поменял мнение по поводу повышения налогов

В отличие от ситуации прошлого года, те средства, которые сейчас будут мобилизоваться, направляются на программы развития, которые будут для того же бизнеса создавать инфраструктуру <…> это не просто повышение, это уже более сложная конструкция, которая даст положительный результат.
— сказал заместитель руководителя администрации президента России Максим Орешкин. 

Также на ПМЭФ он отметил, что «успешной экономики не бывает без успешной армии». Годом ранее он говорил, что повышение налогов на бизнес — «просто контрпродуктивно» и что «государство от замедления экономики потеряет больше доходов, чем гипотетический выигрыш от повышения налогов».

👍 The Экономист",0.5352752055518533,True,Государственная экономическая политика,0.95,"Новость посвящена обсуждению повышения налогов и их влияния на экономику, что относится к государственной экономической политике.",2,q50-q75
