,message_id,id_channel,subscribers,date,message,viral_final,is_economic,topic,confidence,reason,economic_signals,noise_signals,band_id,band_label
23,406a30f2-81db-441a-9ab2-b805410fe8a1,6,239000,2025-06-30 05:33:03,"Доллар на минимуме: почему падает американская валюта и что это значит

Индекс доллара США к мировым валютам — DXY — в конце недели достиг трехлетнего минимума, ниже 97 пунктов. В начале года индекс составлял 110 пунктов. Причин для такого снижения было несколько. Одна из основных — нарастающее противостояние президента США и главы ФРС Джерома Пауэлла из-за уровня ставок. 

Пауэлл, выступая перед Конгрессом 24 июня, сказал, что при снижении ставок регулятор будет проявлять осторожность, так как новые пошлины Трампа приведут к росту цен этим летом. В свою очередь Трамп сказал, что может досрочно сместить Пауэлла за отказ от более решительного снижения ставки. 

Что происходит с долларом и как это скажется на России? 

📸: Фото Getty Images",0.7008416208427966,True,Валютный рынок,0.95,"Новость сосредоточена на падении индекса доллара и обсуждает влияние ставок ФРС и тарифов, что относится к валютному рынку.",,,0,70-100
24,fb9a2f15-234c-4c21-94d3-a5572993965b,5,162000,2025-02-20 10:44:55,"Доллар стремительно падает и приближается к отметке 87 рублей.

🔵 Bloomberg",0.6841313134662165,True,Валютный рынок,0.96,"Текст сообщает о падении курса доллара к рублю, что является явным сигналом валютного рынка.",,,1,0-70
25,a4fa6f1b-39b1-41b5-96e6-e4476ab12f32,3,3385000,2025-02-20 08:05:39,"Внебиржевой курс доллара опустился ниже 88,5 рубля впервые с 13 февраля",0.5406963867410126,True,Валютный рынок,0.96,"Новость сообщает о движении курса доллара к рублю, что относится к валютному рынку.",,,1,0-70
26,d942878f-47db-4e3b-99f6-040d7542efa9,2,132000,2025-05-27 14:50:35,"🏦 ЦБ установил официальные курсы валют на 28 мая:

USD: 79.6176 (-0.05%)
EUR: 90.9007 (+0.48%)
CNY: 11.1014 (+0.19%)",0.4757029293720232,True,Валютный рынок,0.96,"Новость сообщает о официальных курсах валют, установленными центральным банком, что является прямым событием на валютном рынке.",,,1,0-70
27,968b6c17-2bc9-4828-9fac-6868b5a838db,1,1862000,2025-02-12 08:19:29,⚡️Курс евро на межбанковском рынке опустился ниже 98 руб. впервые с 5 сентября 2024 года,0.4162120063370927,True,Валютный рынок,0.96,"Текст сообщает о движении курса евро к рублю на межбанковском рынке, что является явным экономическим сигналом валютного рынка.",,,1,0-70
28,99c5fef0-ad59-44cd-b2a5-c4b128601963,3,3385000,2025-02-14 07:34:19,"Курс доллара на внебиржевом рынке с утра остается ниже 90 рублей.

""Пробил"" этот уровень курс накануне, падая ниже 88,5 рубля – после разговора Трампа и Путина.",0.4463385112633055,True,Валютный рынок,0.95,"Текст сообщает о движении курса доллара к рублю на внебиржевом рынке, что является явным экономическим сигналом валютного рынка.",,,1,0-70
29,6d4aebfb-7c9e-4450-8f70-2a2c493f21e4,5,162000,2025-03-17 14:41:10,"Доллар опустил до 82 рублей впервые с 27 августа 2024 года.

🔵 Bloomberg",0.6494015944494125,True,Валютный рынок,0.96,"Новость сообщает о изменении курса доллара к рублю, что относится к валютному рынку.",,,1,0-70
30,364c6097-876e-4adb-95b4-ebeaea0f62f7,4,350000,2025-05-29 07:44:59,Юань рухнул ниже 11 рублей впервые с 19 июня 2024 года. @bankrollo,0.4768669597963167,True,Валютный рынок,0.96,"Новость сообщает о падении курса юаня к рублю, что является явным сигналом валютного рынка.",,,1,0-70
31,1958df21-343a-4f5d-8ed0-abdbdee4d043,2,132000,2025-06-09 16:34:03,"Крупнейшие экспортеры РФ в мае снизили продажи валюты на 27% на фоне дешевеющей нефти - ЦБ

 Чистые продажи валюты крупнейшими российскими экспортерами в мае 2025 г. снизились на 27% по сравнению с апрелем на фоне снижения цен на нефть, следует из материалов ЦБ РФ.

👉 Полная новость

Замечено Шпионом РЦБ.
Подключить: @StockSpy_bot",0.6101366433956085,True,Валютный рынок,0.95,"Новость сообщает о значительном снижении продаж валюты крупнейшими экспортёрами России, что отражает движение на валютном рынке, а причина связана с падением цен на нефть.",,,1,0-70
32,d4723221-a87a-4b9b-add1-2ee0f8c8ceef,4,350000,2025-09-04 15:38:02,"Курс рубля будет крепче, чем ожидалось, и «нам всем, к сожалению, придется адаптироваться» — Минэкономразвития. Ещё в апреле ведомство прогнозировало доллар по 94,3 рубля в 2025 году, в 2026-м — 100 рублей, 103,5 рубля в 2027-м. @bankrollo",0.4039887455253971,True,Валютный рынок,0.96,"Новость содержит официальный прогноз курса рубля к доллару, что является существенным экономическим сигналом валютного рынка.",,,1,0-70
33,6bc3ae24-ddcc-4be2-82e2-d3498fc394de,2,132000,2025-04-29 14:13:10,"#ЦБРФ
🏦 ЦБ установил официальные курсы валют на 30 апреля:

USD: 81.5616 (-1.19%)
EUR: 93.1730 (-0.01%)
CNY: 11.2016 (-0.66%)",0.5094949528830668,True,Валютный рынок,0.96,"Новость сообщает о решении Центрального банка установить официальные валютные курсы, что напрямую относится к валютному рынку.",,,1,0-70
34,b0d3c21d-be8c-408e-ab85-575b15a3a8b1,18,136000,2025-01-15 10:01:44,"Россия подаст газ в качестве гуманитарной помощи в Приднестровье, которое страдает от энергокризиса, заявил глава непризнанной республики Вадим Красносельский. Он добавил, что российский газ будет поставляться только для потребителей Приднестровья, а не Молдавии.

🤑 The Экономист",0.7346883969200895,True,Государственная экономическая политика,0.93,"Новость описывает государственное решение России поставлять газ в Приднестровье как гуманитарную помощь, что относится к государственной экономической политике в сфере энергоснабжения.",,,0,70-100
35,1a6ae79f-1cfd-41c2-86dd-73b89707946c,18,136000,2025-01-13 13:21:50,"Крупнейшие банки: «Сбер», Т-банк и «Альфа-банк», передали свой платежный консорциум в управление специально созданному оператору ООО «Финтех-платформа». Это должно обеспечить справедливую конкуренцию для всех участников рынка и снять основные претензии Центробанка. Возглавил ООО «Финтех-платформа» Дмитрий Филинов, более 25 лет проработавший на рынке платежных решений.

🤑 The Экономист",0.7475829264204432,True,Государственная экономическая политика,0.95,"Новость описывает передачу банковского платежного консорциума в управление новому оператору для устранения претензий Центробанка, что является регулятивным вмешательством в финансовый сектор.",,,0,70-100
36,cde47dd2-ef23-4a3a-8705-ba3b3e4f6cf0,1,1862000,2025-01-14 11:30:06,"❗️Власти Казахстана ограничили срок действия платежных карт для нерезидентов 12 месяцами, пишет РБК. 

Новые правила не будут распространяться на уже выпущенные карты, кроме того, исключение сделано для бизнесменов, инвесторов и дипломатов. 

Агентство по регулированию и развитию финансового рынка Казахстана объяснило решение необходимостью минимизировать риски использования банковских услуг в сфере незаконного оборота наркотиков и цифровых активов.",0.7264145035344934,True,Государственная экономическая политика,0.95,"Новость описывает государственное регулирование срока действия платежных карт для нерезидентов, что является мерой финансовой политики.",,,0,70-100
37,6129edb4-98b0-4670-ac08-cad98f146514,4,350000,2025-02-25 06:17:26,"Россиян начнут штрафовать на 50 тысяч рублей за неиспользуемые земельные участки. С 1 марта в силу вступит закон, обязывающий всех владельцев очищать землю от хлама, сорняков и упавших деревьев. А если требуется освоение территории, то собственник обязан в течение трёх лет привести его в такой вид, чтобы он соответствовал условиям его использования. @bankrollo",0.7025574252227211,True,Государственная экономическая политика,0.93,"Новость описывает новый закон, вводящий штрафы за неиспользуемые земельные участки, что является государственным регулированием и финансовыми мерами.",,,0,70-100
38,b85eff68-1cec-455e-9454-9dfcda25f337,5,162000,2025-08-27 06:57:29,"Смартфоны Apple оказались под угрозой в России: в интернет-магазинах рядом с iPhone уже ставят пометки «Без RuStore». С 1 сентября вступает в силу закон, требующий предустановки российского магазина приложений на все смартфоны и планшеты. Apple пока не демонстрирует готовности к этому, и потому айфоны без RuStore могут признать «бракованными» и убрать с полок крупных ритейлеров, оставив их только в «сером» сегменте. @bIoombusiness",0.738550944291623,True,Государственная экономическая политика,0.92,"Новость описывает новый закон, регулирующий предустановку российского магазина приложений, что влияет на рынок смартфонов и розничные продажи.",,,0,70-100
39,a3f2cada-c044-4838-b26b-b901452c1bbe,18,136000,2025-07-06 04:05:11,"Лидер партии «Справедливая Россия — За правду» Сергей Миронов предложил внедрить схему постепенного списания ипотечного долга при рождении детей. По его инициативе:
• После рождения первого ребёнка списывается 25% кредита,
• После второго — 50%,
• А после третьего — ипотека полностью аннулируется.

По его словам, рост рождаемости тормозится из‑за жилья, даже в условиях льготной ипотеки. Миронов считает, что такая мера даст семьям жильё, необходимое для создания и расширения семьи.

Дополнительно он выступил за развитие программы соцжилья: аренда у государства для тех, кто нуждается, с возможностью последующего выкупа по частям через арендные платежи. При этом арендная плата и срок выкупа должны сокращаться с рождением каждого ребёнка.

Эта инициатива нацелена на стимулирование демографии и поддержку семей в условиях дефицита доступного жилья.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",0.7134608055275274,True,Государственная экономическая политика,0.95,"Новость описывает предложение государства о списании ипотечного долга и развитии соцжилья, что является мерой государственной экономической политики.",,,0,70-100
40,603d356d-dcba-49ca-8d39-e33cc746ebd6,2,132000,2025-01-13 09:01:26,"МИНФИН РФ С 15 ЯНВАРЯ УМЕНЬШИТ ПОКУПКУ ВАЛЮТЫ/ЗОЛОТА ПО БЮДЖЕТНОМУ ПРАВИЛУ В 1,3 РАЗА, ДО 4,1 МЛРД РУБ. В ДЕНЬ


Замечено Шпионом РЦБ.
Подключить: @StockSpy_bot",0.704847476422385,True,Государственная экономическая политика,0.95,"Новость сообщает о решении Минфина РФ изменить объём покупок валюты и золота по бюджетному правилу, что является экономической политикой государства.",,,0,70-100
41,7a7e1b0f-a776-4122-abb4-792ebbf0d1e1,5,162000,2025-07-30 06:30:28,"Кормить голубей у подъезда станет дорогим удовольствием — россиян начнут штрафовать за создание антисанитарии. Физлицам влепят до 3 тысяч, юрлицам — до 250 тысяч рублей. Всё это — в рамках защиты окружающей среды.

🔵 Bloomberg",0.7357968943941658,True,Государственная экономическая политика,0.95,"Новость описывает введение штрафов за антисанитарные действия, что является государственным регулированием и финансовыми мерами.",,,0,70-100
42,72196fbd-6693-4fab-b904-49aa090cc2c5,18,136000,2025-03-16 12:17:47,"Рынок жилья в России продолжает лихорадить, и, похоже, властям не удаётся взять ситуацию под контроль. Эксперты прогнозируют рост цен на недвижимость на 20% в ближайшее время, связывая это с планами по расширению программы семейной ипотеки. В правительстве обсуждают возможность предоставления льготных займов семьям с детьми до 18 лет, а не только до 6, как было ранее. Если это решение будет принято, число потенциальных заёмщиков вырастет на миллионы, что неизбежно приведёт к новому витку роста цен на первичное жильё из-за взрывного спроса.

Ранее политика российских властей в сфере жилищного строительства строилась на массовой раздаче льготных ипотек. Эта мера, призванная повысить доступность жилья, дала обратный эффект: цены на квартиры взлетели до заоблачных высот, а рынок заполонили застройщики, чья бизнес-модель сводится к паразитированию на государственных программах. Льготная ипотека стала для них золотой жилой, позволяя продавать жильё по завышенным ценам, не заботясь о качестве или долгосрочной устойчивости проектов.

Сегодня ситуация принимает ещё более угрожающий оборот. Застройщики, привыкшие к лёгким деньгам, начинают шантажировать местные власти угрозами банкротства, если их аппетиты не будут удовлетворены. Это может обернуться настоящей катастрофой: по всей стране рискуют появиться недостроенные объекты и заброшенные стройки, усугубляя и без того острый кризис доступности жилья. Вместо решения проблемы власти, похоже, лишь подливают масла в огонь, расширяя ипотечные программы без продуманной стратегии. Эксперты предупреждают: если не изменить подход, рынок недвижимости ждёт коллапс, а мечта миллионов россиян о собственном жилье останется недостижимой.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",0.751022595336803,True,Государственная экономическая политика,0.95,"Новость описывает правительственные меры по расширению льготных ипотечных программ и их влияние на цены и доступность жилья, что относится к государственной экономической политике.",,,0,70-100
43,3f02c463-9f5a-44cc-a044-a0cdd2ba480e,5,162000,2025-03-02 19:31:01,"В Госдуме предложили обязать работодателей компенсировать использование личной техники сотрудников. 

Если работник задействует свой ноутбук или телефон для работы, компания должна выплачивать за это деньги. Размер и порядок выплат планируют закрепить в трудовом договоре. 

🔵 Bloomberg",0.7213219803939395,True,Государственная экономическая политика,0.93,"Новость описывает законопроект о регулировании компенсаций работодателями, что относится к государственной экономической политике и влияет на трудовые расходы.",,,0,70-100
44,6379254e-b164-4452-9e22-93fc5fb60327,18,136000,2025-01-10 07:15:01,"В Госдуме предложили разделить аванс на две части, чтобы россияне не оставались без денег после праздников. Первую часть депутаты предлагают выплачивать до 15 января, а вторую — в сроки, установленные работодателем.

🤑 The Экономист",0.7428575566865088,True,Государственная экономическая политика,0.93,"Новость описывает законопроект Госдумы о порядке выплаты аванса, что относится к государственной политике, влияющей на доходы граждан.",,,0,70-100
